name,description,reviews,total_reviews,total_positive,total_negative,system_requirements,tags,url,reviews_score,price_usd,positive_ratio,id,released,rating,ratings_count,metacritic,playtime,genres,platforms,screenshots_count,achievements_count
Touhou Luna Nights,"Touhou Luna Nights is a Metroidvania title with a heavy emphasis on exploration and action.　 Developed by Team Ladybug, creators of multiple fantastic action games thus far.",Overwhelmingly Positive,14663.0,14278.0,385.0,"Minimum: OS *: Windows 2000 / XP / Vista / 7 / 8 / 10 Processor: Intel Core2 Duo or higher Memory: 2 GB RAM Graphics: Open GL compliant video card Storage: 50 MB available space Recommended: OS *: Windows 2000 / XP / Vista / 7 / 8 / 10 Processor: Intel Core2 Duo or higher Memory: 2 GB RAM Graphics: Open GL compliant video card Storage: 1 GB available space * Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions. ©上海アリス幻樂団 © 2019-2020 team ladybug / Why So Serious? Licensed to and published by Active Gaming Media Inc. View all","Metroidvania,Difficult,Side Scroller,Bullet Hell,Exploration,Platformer,Female Protagonist,Action-Adventure,RPG,2D,Time Manipulation,Controller,Anime,Action,Pixel Graphics,Adventure,Faith,Singleplayer,Indie,Great Soundtrack",https://store.steampowered.com/app/851100/Touhou_Luna_Nights/,5.0,2.99,97.37434358589647,61073,2018-08-20,3.83,99,,3,"Action, Adventure, Indie","Nintendo Switch, Xbox One, PC",6,10.0
UnderMine,"An action-adventure roguelike with a bit of RPG tossed in. Adventure deep into the UnderMine and discover powerful relics, deadly enemies, hidden secrets, and a few friends to help along the way.",Very Positive,9759.0,8819.0,940.0,"Windows macOS SteamOS + Linux Minimum: Requires a 64-bit processor and operating system OS *: Windows 7 Processor: 2.4 GHz Memory: 4 GB RAM Graphics: Integrated GPU or better (1024 MB) DirectX: Version 10 Storage: 2 GB available space Additional Notes: 1080p, 16:9 recommended Recommended: Requires a 64-bit processor and operating system OS: Windows 10 Processor: 3.2 GHz Memory: 8 GB RAM Graphics: GeForce GTX 480 / Radeon HD 5870 or better DirectX: Version 11 Storage: 2 GB available space Additional Notes: 1080p, 16:9 recommended * Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions. Minimum: OS: 10.11 El Capitan Processor: 2.4 GHz Memory: 4 GB RAM Graphics: Integrated GPU or better (1024 MB) Storage: 2 GB available space Additional Notes: Metal, 1080p, 16:9 recommended Recommended: OS: 10.13 High Sierra Processor: 3.2 GHz Memory: 8 GB RAM Graphics: Integrated GPU or better (2048 MB) Storage: 2 GB available space Additional Notes: Metal, 1080p, 16:9 recommended Minimum: OS: Ubuntu 12.04 Processor: 2.4 GHz Memory: 4 GB RAM Graphics: Integrated GPU or better (1024 MB) Storage: 2 GB available space Additional Notes: 1080p, 16:9 recommended Recommended: OS: Ubuntu 16.04 Processor: 3.2 GHz Memory: 8 GB RAM Graphics: GeForce GTX 480 / Radeon HD 5870 or better Storage: 2 GB available space Additional Notes: 1080p, 16:9 recommended View all","Action Roguelike,Roguelite,Pixel Graphics,Dungeon Crawler,RPG,Indie,Action,Adventure,Singleplayer,Top-Down,Procedural Generation,2D,Fantasy,Mining,Choices Matter,Funny,Retro,Roguelike,Story Rich,Early Access",https://store.steampowered.com/app/656350/UnderMine/,4.0,10.49,90.36786555999589,45972,2020-08-06,3.83,106,80.0,5,"Action, Adventure, RPG, Indie","Xbox One, Nintendo Switch, PC, PlayStation 4",6,10.0
Intruder,"The ultimate spy-vs-guards simulator. Carefully sneak your way to the objective as Intruders or use the wide variety of tactical gadgets to trap your opponents as Guards. Intruder allows for stealth, teamwork, and environmental interactions never before seen in a multiplayer game.",Very Positive,6929.0,6253.0,676.0,"Windows macOS Minimum: Requires a 64-bit processor and operating system OS *: Windows 7 or Newer Processor: 64-bit, 2 GHz or Faster Memory: 4 GB RAM Graphics: Intel HD 3000 DirectX: Version 11 Network: Broadband Internet connection Storage: 3 GB available space Recommended: Requires a 64-bit processor and operating system OS *: Windows 7 or Newer Processor: 64-bit, 3 GHz or Faster Memory: 8 GB RAM Graphics: Geforce GTX 750 DirectX: Version 11 Network: Broadband Internet connection Storage: 3 GB available space * Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions. Minimum: OS: Mac OS X 10.8 Processor: 64-bit, 2 GHz or Faster Memory: 4 GB RAM Graphics: Intel HD 3000 Network: Broadband Internet connection Storage: 1 GB available space Recommended: OS: Latest OS X Processor: 64-bit, 3 GHz or Faster Memory: 8 GB RAM Graphics: Geforce GTX 750 Network: Broadband Internet connection Storage: 1 GB available space View all","FPS,Stealth,Military,Physics,PvP,Competitive,Difficult,Shooter,First-Person,Funny,Team-Based,3D,Action,Simulation,Tactical,Level Editor,Multiplayer,Immersive,Early Access,Indie",https://store.steampowered.com/app/518150/Intruder/,4.0,10.49,90.2439024390244,294139,,3.83,11,,4,"Action, Simulation, Indie","PC, macOS",6,0.0
SteamWorld Dig,"SteamWorld Dig is an action-adventure puzzler with strong Metroidvanian influences set in the SteamWorld Universe. You’ll need to dig deep into the earth, gather resources to upgrade your tools and abilities, take on enemies, solve challenging puzzles and uncover the secrets to save a dying town.",Very Positive,10680.0,9994.0,686.0,"Windows macOS SteamOS + Linux Minimum: OS *: Windows XP (or newer) Processor: 2 GHz Memory: 512 MB RAM Graphics: OpenGL 2.1-compatible, 384 MB video memory, framebuffer object support Storage: 193 MB available space Sound Card: OpenAL-compatible Additional Notes: You may need to update your graphics drivers for OpenGL 2.1 support. * Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions. Minimum: OS: 10.7 Processor: 2 GHz, Intel Only Memory: 512 MB RAM Graphics: OpenGL 2.1-compatible, 384 MB video memory, framebuffer object support Storage: 120 MB available space Sound Card: OpenAL-compatible Additional Notes: You may need to update your graphics drivers for OpenGL 2.1 support. Minimum: OS: Ubuntu 12.04 Processor: 2 GHz Memory: 512 MB RAM Graphics: OpenGL 2.1-compatible, 384 MB video memory, framebuffer object support Storage: 80 MB available space Sound Card: OpenAL-compatible Additional Notes: You may need to update your graphics drivers for OpenGL 2.1 support. © 2013 Image & Form International AB. SteamWorld is a trademark of Image & Form. View all","Platformer,Mining,Metroidvania,Steampunk,Indie,Adventure,Western,2D,Robots,Action,Singleplayer,Exploration,Short,Casual,Sci-fi,Side Scroller,Great Soundtrack,Controller,Sandbox,RPG",https://store.steampowered.com/app/252410/SteamWorld_Dig/,4.0,6.29,93.57677902621722,3748,2013-08-08,3.83,620,76.0,4,"Action, Adventure, Indie, Puzzle, Platformer","Nintendo Switch, Nintendo 3DS, Xbox One, PC, macOS, Linux, Wii U, PlayStation 4, PS Vita",6,10.0
Here Comes Niko!,"Here Comes Niko! is the cozy 3D platformer for tired people! You play as Niko traveling across scenic islands. Make new friends, catch fish, solve puzzles, snag bugs, and more! Oh, Did I mention your boss is a frog?",,1449.0,1332.0,117.0,Minimum: Requires a 64-bit processor and operating system OS: Windows 10 Processor: 3.0 GHz processor Memory: 4 GB RAM Storage: 2 GB available space Recommended: Requires a 64-bit processor and operating system OS: Windows 10 Processor: 3.5 GHz processor Memory: 4 GB RAM Storage: 2 GB available space View all,"Cute,Relaxing,3D Platformer,Singleplayer,Exploration,Colorful,Collectathon,Action,Adventure,LGBTQ+,Cartoony,Stylized,Indie,Platformer,Third Person,3D,Fishing",https://store.steampowered.com/app/925950/Here_Comes_Niko/,,12.49,91.92546583850931,644753,2021-08-03,3.83,6,,5,"Action, Adventure, Indie",PC,6,
A Date with Death,"Fight against & romance the one hunting for your soul in A Date with Death, a romance chat simulator where you date(?) the Grim Reaper himself. Create your own character, decorate your apartment, and chat away with the charming yet dangerous Grim Reaper through text and video calls.",Overwhelmingly Positive,13334.0,13077.0,257.0,"Windows macOS SteamOS + Linux Minimum: Requires a 64-bit processor and operating system OS *: Windows 7 (SP1+), Windows 10 and Windows 11 Processor: x86, x64 architecture with SSE2 instruction set support. Memory: 512 MB RAM Graphics: DirectX or OpenGL compatible card Storage: 2 GB available space Recommended: Requires a 64-bit processor and operating system * Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions. Minimum: OS: Mac OS X 10.6+ Processor: x64 architecture with SSE2. Memory: 512 MB RAM Graphics: DirectX or OpenGL compatible card Storage: 2 GB available space Recommended: Minimum: OS: Linux x86/x86_64 Processor: 1GHz Memory: 512 MB RAM Graphics: DirectX or OpenGL compatible card Storage: 2 GB available space Recommended: View all","Dating Sim,Visual Novel,LGBTQ+,Romance,Otome,Free to Play,Character Customization,Multiple Endings,Choices Matter,Anime,Supernatural,Text-Based,Choose Your Own Adventure,Story Rich,Funny,Interactive Fiction,Comedy,Dark Fantasy,Immersive Sim,Life Sim",https://store.steampowered.com/app/2415010/A_Date_with_Death/,5.0,0.0,98.07259637018149,973315,2023-12-07,3.83,6,,4,"Simulation, Indie","Linux, macOS, PC",6,
Terraforming Mars,"The taming of the Red Planet has begun! Corporations are competing to transform Mars into a habitable planet by spending vast resources and using innovative technology to raise temperature, create a breathable atmosphere, and make oceans of water.",Mostly Positive,7118.0,5023.0,2095.0,"Windows macOS Minimum: OS *: Windows 7 / Windows 8 / Windows 10 Processor: Dual Core 3.0 GHz Memory: 4 GB RAM Storage: 250 MB available space * Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions. Minimum: OS: OS X Moutain Lion Processor: Intel Core i5 Memory: 2 GB RAM Graphics: Intel HD 4000 Network: Broadband Internet connection Storage: 337 MB available space © Twin Sails Interactive 2022. © FryxGames 2016. Terraforming Mars™ is a trademark of FryxGames. View all","Strategy,Board Game,Space,Tabletop,Turn-Based,Mars,Multiplayer,Sci-fi,Singleplayer,Management,Turn-Based Strategy,Hex Grid,Base Building,PvP,Difficult,Local Multiplayer,Mature,Grand Strategy,2.5D,Beautiful",https://store.steampowered.com/app/800270/Terraforming_Mars/,3.0,10.49,70.56757516156223,60869,2018-10-16,3.83,24,,3,"Strategy, Board Games","Android, iOS, PC, macOS",5,10.0
Colony Survival,"Colony Survival is a unique first-person strategy game developed by a two-man team. Build your own colony in a voxel world. Command guards, farmers, miners and other colonists. Defend your colony against the horde of monsters that attacks every night!",Very Positive,8839.0,8139.0,700.0,"Windows macOS SteamOS + Linux Minimum: OS *: Windows Vista SP1 & newer, 64-bit Processor: Intel Pentium G620 (2.5 Ghz dual core) or equivalent Memory: 2 GB RAM Graphics: Intel HD Graphics 5000, 1280x720 display DirectX: Version 11 Storage: 300 MB available space Additional Notes: Work in progress: new features may raise the bar, optimizations may lower the bar Recommended: OS *: Windows 7 SP1 & newer, 64-bit Processor: Intel i5-2300 (2.8 GHz quad core) or equivalent Memory: 4 GB RAM Graphics: Nvidia GTX 750 or equivalent, 2 GB VRAM, 1920x1080 display DirectX: Version 11 Network: Broadband Internet connection Storage: 1 GB available space Additional Notes: Work in progress: new features may raise the bar, optimizations may lower the bar * Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions. Minimum: OS: OS X 10.11+, Mac from after ~2012 Processor: Intel Pentium G620 (2.5 Ghz dual core) or equivalent Memory: 2 GB RAM Graphics: Intel HD Graphics 5000, 1280x720 display Storage: 300 MB available space Additional Notes: Work in progress: new features may raise the bar, optimizations may lower the bar Recommended: OS: OS X 10.12+, Mac from after ~2013 Processor: Intel i5-2300 (2.8 GHz quad core) or equivalent Memory: 4 GB RAM Graphics: Nvidia GTX 750 or equivalent, 2 GB VRAM, 1920x1080 display Network: Broadband Internet connection Storage: 1 GB available space Additional Notes: Work in progress: new features may raise the bar, optimizations may lower the bar Minimum: OS: Ubuntu 12.04+, SteamOS+; 64-bit Processor: Intel Pentium G620 (2.5 Ghz dual core) or equivalent Memory: 2 GB RAM Graphics: Intel HD Graphics 5000, 1280x720 display Storage: 300 MB available space Additional Notes: Work in progress: new features may raise the bar, optimizations may lower the bar Recommended: OS: Ubuntu 12.04+, SteamOS+; 64-bit Processor: Intel i5-2300 (2.8 GHz quad core) or equivalent Memory: 4 GB RAM Graphics: Nvidia GTX 750 or equivalent, 1920x1080 display, supporting openGL 4.2+ Network: Broadband Internet connection Storage: 1 GB available space Additional Notes: Work in progress: new features may raise the bar, optimizations may lower the bar View all","Colony Sim,Survival,Base Building,Building,Multiplayer,Sandbox,Strategy,Open World,City Builder,Early Access,Zombies,Crafting,Adventure,Management,Co-op,Indie,Action,Singleplayer,Voxel,RTS",https://store.steampowered.com/app/366090/Colony_Survival/,4.0,12.49,92.08055209865368,21964,2017-06-16,3.83,11,,4,"Action, Adventure, Strategy, Indie","PC, Linux",6,
Audiosurf 2,Ride your music in more ways than ever before. Audiosurf 2 is the music game for your entire music collection. Hundreds of mods/skins on Workshop. Free demo available.,Very Positive,6020.0,4989.0,1031.0,"Windows macOS SteamOS + Linux Minimum: OS *: Windows Vista/7/8 Processor: 32 or 64-bit Dual Core or better Memory: 2 GB RAM Graphics: Intel HD3000 DirectX: Version 9.0c Storage: 400 MB available space * Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions. Minimum: OS: OSX 10.10 Processor: 32 or 64-bit Dual Core or better Memory: 2 GB RAM Graphics: Intel HD3000 Storage: 400 MB available space * Starting February 15, 2024, the Steam Client will no longer support 32-bit games or macOS 10.14 or lower. Minimum: OS: Ubuntu 12.04 or compatible Processor: 64-bit Dual Core or better Memory: 2 GB RAM Graphics: Intel HD3000 Storage: 400 MB available space View all","Music,Rhythm,Indie,Music-Based Procedural Generation,Moddable,Casual,Singleplayer,Arcade,Local Multiplayer,Racing,Great Soundtrack,Puzzle,Mouse only,Local Co-Op,Multiplayer,Procedural Generation,Colorful,Controller,Difficult,Action",https://store.steampowered.com/app/235800/Audiosurf_2/,4.0,8.49,82.87375415282392,11799,2015-05-26,3.82,185,76.0,3,Indie,"PC, macOS, Linux",6,10.0
One Hand Clapping,"One Hand Clapping is a vocal 2D platformer. Solve puzzles, by singing or humming into your microphone, and find confidence in the power of your voice as it changes the world around you.",,1082.0,924.0,158.0,"Minimum: Requires a 64-bit processor and operating system OS: Windows 10 Processor: 2.4 GHz+ Memory: 4 GB RAM Graphics: Dedicated graphics card with 1+ GB of VRAM DirectX: Version 11 Storage: 1500 MB available space Additional Notes: Microphone required Recommended: Requires a 64-bit processor and operating system © 2021 www.handy-games.com GmbH. Developed by Bad Dream Games, USA. Published & Distributed by HandyGames, Germany. All other brands, product names, and logos are trademarks or registered trademarks of their respective owners. All rights reserved. View all","Adventure,Indie,Music,Casual,Rhythm,2D,Cute,Early Access,Family Friendly,Singleplayer,Education,Colorful,Atmospheric,Voice Control,Experience,Platformer,Puzzle,Puzzle Platformer,2D Platformer,Side Scroller",https://store.steampowered.com/app/893720/One_Hand_Clapping/,,7.99,85.39741219963032,257297,2021-06-10,3.82,16,,2,"Adventure, Indie, Puzzle, Platformer","macOS, Xbox One, iOS, Nintendo Switch, PlayStation 4, Android, PC",6,10.0
Stick Fight: The Game,Stick Fight is a physics-based couch/online fighting game where you battle it out as the iconic stick figures from the golden age of the internet.,Very Positive,124645.0,116540.0,8105.0,"Windows macOS Minimum: OS: 10, 8, 7 Processor: 2GHz Memory: 1 GB RAM DirectX: Version 9.0 Storage: 400 MB available space Minimum: OS: OS 10.10 or later Processor: 2Gz View all","Multiplayer,Funny,Fighting,Local Multiplayer,Action,2D Fighter,4 Player Local,PvP,2D,Physics,Casual,Online Co-Op,Local Co-Op,Indie,Shooter,Controller,Co-op,Split Screen,Great Soundtrack,Strategy",https://store.steampowered.com/app/674940/Stick_Fight_The_Game/,4.0,2.99,93.49753299370211,46560,2017-09-28,3.82,389,,3,"Action, Casual, Indie","macOS, Android, iOS, PC",5,10.0
Gordian Quest,"An epic deckbuilding RPG inspired by old-school classics like Ultima and D&D, using modern gaming concepts like roguelite elements and turnbased strategic combat. Lead and nurture parties of heroes. Forge bonds and discover new skills among them. Guide them to unravel the curses laid upon the lands.",Very Positive,5932.0,5267.0,665.0,"Minimum: OS *: Windows 7 or higher Processor: 2.0 Ghz Memory: 2 GB RAM Graphics: 1Gb Video Memory Storage: 1 GB available space * Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions. © 2020 Mixed Realms. All Rights Reserved. View all","RPG,Card Game,Card Battler,Strategy,Adventure,Replay Value,Turn-Based,Indie,Tactical,Roguelike Deckbuilder,PvP,Fantasy,Deckbuilding,Turn-Based Combat,Roguelike,Turn-Based Strategy,Turn-Based Tactics,Party-Based RPG,Procedural Generation,Dice",https://store.steampowered.com/app/981430/Gordian_Quest/,4.0,10.49,88.78961564396494,386511,2022-06-23,3.82,26,,4,"Adventure, RPG, Strategy, Card, Indie",PC,6,10.0
Obscure,"For some time now, Leafmore High School has been the setting for unexplained disappearances. In this survival horror game, you take control of a group of 5 American students. With your friends, you try to unravel the mysterious happenings at this unremarkable-looking school. The night will be long and survival not will not be easy...",Overwhelmingly Positive,3077.0,2941.0,136.0,"Minimum: OS *: Windows XP Processor: Pentium III 1 GHz Memory: 256 MB RAM Graphics: DirectX 9.0c compatible 3D card DirectX: Version 9.0c Storage: 4 GB available space Sound Card: DirectX 9.0c compatible sound card Additional Notes: Cooperative mode (2 players): gamepad required. Recommended: OS: Windows Seven Processor: Pentium IV 2 GHz Memory: 512 MB RAM Graphics: DirectX 9.0c compatible 3D card DirectX: Version 9.0c Storage: 4 GB available space Sound Card: DirectX 9.0c compatible sound card Additional Notes: Cooperative mode (2 players): gamepad required. * Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions. Obscure © Mighty Rocket Studio, all rights reserved. Developed by Hydravision Entertainment, 2004. View all","Horror,Survival Horror,Local Co-Op,Co-op,Action,Adventure,Third Person,Classic,Atmospheric,Singleplayer,Survival,Gore,Great Soundtrack,Multiplayer,Zombies,Female Protagonist,Co-op Campaign,Cult Classic,Psychological Horror",https://store.steampowered.com/app/254460/Obscure/,5.0,4.99,95.58011049723757,19637,2004-10-01,3.82,157,63.0,2,"Action, Adventure","PC, PlayStation 2, Xbox",6,10.0
Recettear: An Item Shop's Tale,"Recettear is the story of an item shop, the girl who lives in it, and the fairy who turned her life upside down. Recette Lemongrass finds herself in charge of an item shop built into her house, in order to pay back a loan her father took and then skipped out on - and Tear, her newfound fairy ""companion"", won't take no for an answer!",Overwhelmingly Positive,7434.0,7139.0,295.0,"Minimum: OS: Windows XP/Vista/7 Processor: Pentium 4 1.7ghz or Athlon XP 1700+ (or equivalent processor) Memory: 256MB of system RAM (512 reccomended for Windows Vista and 7) Graphics: DirectX 8.1-compatible video card of any type with at least 64 megabytes of video RAM; Nvidia and ATI tested (Intel Intregrated Graphics below X4000 series not recommended) DirectX®: DirectX 8.1 Hard Drive: 700MB free HD space Sound: DirectX 8.1-compatible sound card/motherboard chip * Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions. View all","Capitalism,Anime,RPG,Dungeon Crawler,JRPG,Indie,Singleplayer,Cute,Simulation,Female Protagonist,Management,Comedy,Action RPG,Fantasy,Strategy,Action,Shop Keeper,Adventure,Hack and Slash,2D",https://store.steampowered.com/app/70400/Recettear_An_Item_Shops_Tale/,5.0,9.99,96.03174603174604,19320,2010-09-09,3.82,83,82.0,5,"Action, RPG, Indie",PC,6,0.0
iRacing,"We are the world’s premier motorsports racing game. An iRacing membership provides entry into the newest form of motorsport: internet racing. Internet racing is a fun, easy, and inexpensive way for race fan and gamers alike to enjoy the thrill of the racetrack from the comfort of their home.",Very Positive,6726.0,5773.0,953.0,"Minimum: Requires a 64-bit processor and operating system OS: Windows 10 64-Bit, Windows 11 64-Bit Processor: 4 core CPU or better – Some Examples (but not limited to): Intel Core i5-6600, Intel Core i7-4790, AMD Ryzen 3 4300G Memory: 16 GB RAM Graphics: A gaming graphics card with at least 6GB of DEDICATED memory – Some examples (but not limited to): Nvidia GeForce GTX 1070, RX 5600XT DirectX: Version 11 Network: Broadband Internet connection Storage: 25 GB available space VR Support: iRacing supports the optional use of virtual reality headsets! Recommended: Requires a 64-bit processor and operating system OS: Windows 10 64-Bit, Windows 11 64-Bit Processor: 8 core or more CPUSome Examples (but not limited to): Intel Core Ultra 7 and 9, Intel Core i7-14700, AMD Ryzen 7 9700X, AMD Ryzen 9 9900X Memory: 32 GB RAM Graphics: Gaming graphics card with at least 8GB of DEDICATED memory (some examples but not limited to Nvidia 2080 TI or AMD Radeon VII) DirectX: Version 11 Network: Broadband Internet connection Storage: 100 GB available space VR Support: iRacing supports the optional use of virtual realit headsets Note that iRacing accounts purchased directly at www.iRacing.com cannot be renewed via Steam. View all","Racing,Automobile Sim,Simulation,VR,Driving,Sports,Multiplayer,Realistic,Massively Multiplayer,Singleplayer,Controller,eSports,First-Person,Action,Split Screen,Sexual Content",https://store.steampowered.com/app/266410/iRacing/,4.0,0.0,85.83110318168302,10504,2015-01-12,3.82,9,79.0,1,"Racing, Massively Multiplayer",PC,6,
KeeperRL,"KeeperRL is a retro dungeon simulator with roguelike and RPG elements. Take the role of an evil keeper and build a formidable dungeon. Recruit sinister minions, equip and train them to explore the world and fight the forces of good.",,1768.0,1484.0,284.0,Windows macOS SteamOS + Linux Minimum: OS: Windows 10 Processor: Dual Core CPU - 2.4GHz+ Memory: 4 GB RAM Storage: 1 GB available space Recommended: OS: Windows 10 Processor: Dual Core CPU - 4GHz+ Memory: 8 GB RAM Storage: 1 GB available space Minimum: OS: 10.7 Lion Processor: Dual Core CPU - 2.4GHz+ Memory: 4 GB RAM Storage: 1 GB available space Recommended: OS: 10.7 Lion Processor: Dual Core CPU - 4GHz+ Memory: 8 GB RAM Storage: 1 GB available space Minimum: OS: Ubuntu Processor: Dual Core CPU - 2.4GHz+ Memory: 4 GB RAM Storage: 1 GB available space Recommended: OS: Ubuntu Processor: Dual Core CPU - 4GHz+ Memory: 8 GB RAM Storage: 1 GB available space View all,"Underground,Simulation,Roguelike,Villain Protagonist,Procedural Generation,Retro,Moddable,Zombies,Vampire,Base Building,Building,Dwarf,Sandbox,Strategy,Management,Dark Fantasy,Old School,Survival,Werewolves,Mining",https://store.steampowered.com/app/329970/KeeperRL/,,10.49,83.93665158371041,12215,2015-03-31,3.82,11,,3,"RPG, Strategy","Linux, macOS, PC",6,
X4: Foundations,"Your journey to building a vast space empire begins behind the controls of a single ship. Explore the stars, trade goods, fight battles, build stations, buy and equip ships, and command fleets in a living, fully simulated universe that reacts to your decisions.",Mostly Positive,28130.0,22468.0,5662.0,Windows SteamOS + Linux Minimum: Requires a 64-bit processor and operating system OS: Windows 10 (64-bit) or higher Processor: Intel i5-4590 3.3GHz or AMD equivalent Memory: 8 GB RAM Graphics: Nvidia GTX 780/970 or AMD equivalent (Vulkan support required) Storage: 35 GB available space Additional Notes: Minimum: 8 GB RAM (base game) / 16 GB RAM (with all expansions installed) Recommended: Requires a 64-bit processor and operating system OS: Windows 10 (64-bit) or higher Processor: Intel Core i7-6700 or AMD equivalent Memory: 16 GB RAM Graphics: Nvidia GTX 1070 or AMD equivalent (Vulkan support required) Storage: 50 GB available space Minimum: OS: SteamOS (64-bit) or Ubuntu 18.04 (64-bit) Processor: Intel i5-4590 3.3GHz or AMD equivalent Memory: 8 GB RAM Graphics: Nvidia GTX 780/970 or AMD equivalent (Vulkan support required) Storage: 35 GB available space Recommended: OS: SteamOS (64-bit) or Ubuntu 18.04 (64-bit) Processor: Intel Core i7-6700 or AMD equivalent Memory: 16 GB RAM Graphics: Nvidia GTX 1070 or AMD equivalent (Vulkan support required) Storage: 50 GB available space View all,"Space Sim,Sandbox,Economy,Trading,Exploration,Space,Simulation,Open World,Flight,Sci-fi,Strategy,Atmospheric,Singleplayer,3D,First-Person,Moddable,Building,Management,4X,Action",https://store.steampowered.com/app/392160/X4_Foundations/,3.0,22.99,79.87202275151084,46058,2018-11-29,3.82,48,59.0,8,"Action, Simulation",PC,6,10.0
Delta Force,"Play for free in operator-based extraction and full-scale combined arms warfare. Become elite Operators, customize an ever-expanding arsenal of weapons, and deploy into thrill-packed missions across multiple modes.",Mixed,178592.0,104172.0,74420.0,Minimum: Requires a 64-bit processor and operating system OS: Windows 10 64 bit Processor: Intel Core i3-4150 / AMD FX-6300 Memory: 8 GB RAM Graphics: Nvidia Geforce GTX 660 / AMD HD 7870 / Intel Arc A380 DirectX: Version 12 Network: Broadband Internet connection Storage: 88 GB available space Recommended: Requires a 64-bit processor and operating system OS: Windows 10 64 bit Processor: Intel Core i5-6500 / AMD Ryzen 5 1500x Memory: 16 GB RAM Graphics: Nvidia Geforce GTX 1060 5G / AMD RX5500 XT / Intel Arc A580 DirectX: Version 12 Storage: 88 GB available space View all,"Free to Play,FPS,Extraction Shooter,Multiplayer,Shooter,Action,Singleplayer,Co-op,Massively Multiplayer,Gun Customization,PvP,First-Person,PvE,Team-Based,Looter Shooter,Tactical,Online Co-Op,Military,Co-op Campaign,Hero Shooter",https://store.steampowered.com/app/2507950/Delta_Force/,2.0,0.0,58.32960043003046,16739,1998-09-30,3.82,82,,2,"Action, Shooter, Adventure, Massively Multiplayer",PC,6,10.0
Bloons TD 5,"Five-star tower defense with unrivaled depth and replayability. The Bloons are back in full HD glory and this time they mean business! Build awesome towers, choose your favorite upgrades, hire new Special Agents, and pop every last invading Bloon in the most popular tower defense series in history.",Very Positive,11805.0,11183.0,622.0,"Windows macOS Minimum: OS *: Windows 7 (32 & 64bit) Processor: 1.5Ghz or better Memory: 512 MB RAM Graphics: OpenGL 2.0 compatible, ATI, Nvidia or Intel HD Storage: 512 MB available space Sound Card: Windows compatible sound card Recommended: OS: Windows 10 (32 & 64bit) Processor: 2Ghz or better Memory: 1024 MB RAM Graphics: OpenGL 2.0 compatible, ATI, Nvidia or Intel HD Storage: 512 MB available space Sound Card: Windows compatible sound card * Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions. Minimum: OS: OSX 10.8 Processor: 1.5Ghz or better Memory: 512 MB RAM Graphics: OpenGL 2.0 Storage: 512 MB available space Sound Card: Mac compatible Recommended: OS: OSX 10.13 or newer Processor: 2Ghz or better Memory: 1024 MB RAM Graphics: OpenGL 2.0 Storage: 512 MB available space Sound Card: Mac compatible ©2014 Ninja Kiwi Ltd. View all","Tower Defense,Strategy,Co-op,Family Friendly,Action,Casual,Multiplayer,Singleplayer,Online Co-Op,2D,Funny,Colorful,Sandbox,Replay Value,Difficult,Great Soundtrack,Survival,Indie,Cute,Relaxing",https://store.steampowered.com/app/306020/Bloons_TD_5/,4.0,6.29,94.73104616687844,6898,2012-11-15,3.82,58,,8,"Action, Strategy","PlayStation 4, Web, Nintendo Switch, Xbox One, PC, Android, iOS, macOS",6,10.0
Umurangi Generation,Umurangi Generation is a first person photography game in the shitty future. Set in Tauranga Aotearoa off the back of an impending crisis you are a courier for the Tauranga Express. Throughout the game you will unlock a variety of lenses and equipment.,,1191.0,1087.0,104.0,Minimum: OS: Windows 10 Processor: Intel® Core™ i3-4130 Memory: 8 GB RAM Storage: 2 GB available space Recommended: OS: Windows 10 Processor: i5 or i7 equivilent Graphics: 2GB-4GB Storage: 2 GB available space Umurangi Generation © Origame Digital. 2020. Licensed to and published by Active Gaming Media Inc. View all,"Indie,Casual,Simulation,Photo Editing,Cyberpunk,First-Person,Relaxing,Atmospheric,Great Soundtrack,Exploration,Experimental,Sci-fi,Colorful,Singleplayer,Psychedelic,Surreal,Retro,Design & Illustration,Post-apocalyptic,Puzzle",https://store.steampowered.com/app/1223500/Umurangi_Generation/,,5.88,91.26784214945424,460519,2020-05-19,3.82,16,82.0,2,"Simulation, Casual, Indie","Nintendo Switch, PC",5,10.0
